piece;date;journal;compte;libelle;debit;credit;code_tva;tiers;reference
VE202500254;19/05/2025;VE;401100;BONNEAU - Vente de biens - taux super-reduit;2227,48;;NA;C0007;FV202505-0254
VE202500254;19/05/2025;VE;702000;Vente de biens - taux super-reduit;;2162,60;S3;C0007;FV202505-0254
VE202500254;19/05/2025;VE;461414;TVA collectee 3%;;64,88;NA;C0007;FV202505-0254
AC202500010;20/05/2025;AC;612000;Entretien et reparations;2206,31;;A17;F0022;FA202505-0010
AC202500010;20/05/2025;AC;421611;TVA deductible 17%;375,07;;NA;F0022;FA202505-0010
AC202500010;20/05/2025;AC;441100;PHILIPPE - Entretien et reparations;;2581,38;NA;F0022;FA202505-0010
AC202500149;20/05/2025;AC;613000;Prime d'assurance;1413,94;;A0;F0021;FA202505-0149
AC202500149;20/05/2025;AC;441100;FOURNIER - Prime d'assurance;;1413,94;NA;F0021;FA202505-0149
BQ202500187;20/05/2025;BQ;511100;Encaissement FV202503-0221;3751,66;;NA;C0016;FV202503-0221
BQ202500187;20/05/2025;BQ;401100;ADAM VERDIER ET FILS - reglement;;3751,66;NA;C0016;FV202503-0221
BQ202500256;20/05/2025;BQ;441100;FOUCHER - reglement;4450,73;;NA;F0018;FA202504-0012
BQ202500256;20/05/2025;BQ;511100;Paiement FA202504-0012;;4450,73;NA;F0018;FA202504-0012
BQ202500426;20/05/2025;BQ;441100;GRONDIN - reglement;2362,30;;NA;F0020;FA202504-0226
BQ202500426;20/05/2025;BQ;511100;Paiement FA202504-0226;;2362,30;NA;F0020;FA202504-0226
AC202500094;21/05/2025;AC;614100;Honoraires comptables;2070,75;;A17;F0002;FA202505-0094
AC202500094;21/05/2025;AC;421611;TVA deductible 17%;352,03;;NA;F0002;FA202505-0094
AC202500094;21/05/2025;AC;441100;ALVES - Honoraires comptables;;2422,78;NA;F0002;FA202505-0094
BQ202500111;21/05/2025;BQ;511100;Encaissement FV202505-0128;5958,37;;NA;C0001;FV202505-0128
BQ202500111;21/05/2025;BQ;401100;ROUSSEL - reglement;;5958,37;NA;C0001;FV202505-0128
BQ202500176;21/05/2025;BQ;511100;Encaissement FV202504-0207;1698,18;;NA;C0020;FV202504-0207
BQ202500176;21/05/2025;BQ;401100;LECLERCQ S.A.S. - reglement;;1698,18;NA;C0020;FV202504-0207
VE202500075;21/05/2025;VE;401100;PARENT - Vente de marchandises;14021,60;;NA;C0028;FV202505-0075
VE202500075;21/05/2025;VE;702000;Vente de marchandises;;11984,27;S17;C0028;FV202505-0075
VE202500075;21/05/2025;VE;461411;TVA collectee 17%;;2037,33;NA;C0028;FV202505-0075
BQ202500119;22/05/2025;BQ;511100;Encaissement FV202504-0137;2966,17;;NA;C0003;FV202504-0137
BQ202500119;22/05/2025;BQ;401100;FAIVRE LELEU ET FILS - reglement;;2966,17;NA;C0003;FV202504-0137
VE202500171;22/05/2025;VE;401100;JACQUET - Prestation de services;18992,59;;NA;C0015;FV202505-0171
VE202500171;22/05/2025;VE;704000;Prestation de services;;16232,98;S17;C0015;FV202505-0171
VE202500171;22/05/2025;VE;461411;TVA collectee 17%;;2759,61;NA;C0015;FV202505-0171
AC202500066;23/05/2025;AC;617000;Telecommunications;253,24;;A17;F0013;FA202505-0066
AC202500066;23/05/2025;AC;421611;TVA deductible 17%;43,05;;NA;F0013;FA202505-0066
AC202500066;23/05/2025;AC;441100;FERRAND - Telecommunications;;296,29;NA;F0013;FA202505-0066
AC202500097;23/05/2025;AC;613000;Prime d'assurance;1218,32;;A0;F0003;FA202505-0097
AC202500097;23/05/2025;AC;441100;THIBAULT BOUCHET SARL - Prime d'assurance;;1218,32;NA;F0003;FA202505-0097
BQ202500042;23/05/2025;BQ;511100;Encaissement FV202503-0050;2490,86;;NA;C0016;FV202503-0050
BQ202500042;23/05/2025;BQ;401100;ADAM VERDIER ET FILS - reglement;;2490,86;NA;C0016;FV202503-0050
BQ202500078;23/05/2025;BQ;511100;Encaissement FV202503-0088;8826,08;;NA;C0001;FV202503-0088
BQ202500078;23/05/2025;BQ;401100;ROUSSEL - reglement;;8826,08;NA;C0001;FV202503-0088
VE202500104;23/05/2025;VE;401100;JOLY S.A.R.L. - Prestation de services;1714,41;;NA;C0002;FV202505-0104
VE202500104;23/05/2025;VE;704000;Prestation de services;;1465,31;S17;C0002;FV202505-0104
VE202500104;23/05/2025;VE;461411;TVA collectee 17%;;249,10;NA;C0002;FV202505-0104
BQ202500063;24/05/2025;BQ;511100;Encaissement FV202503-0073;5074,78;;NA;C0018;FV202503-0073
BQ202500063;24/05/2025;BQ;401100;BOUVET - reglement;;5074,78;NA;C0018;FV202503-0073
BQ202500091;24/05/2025;BQ;511100;Encaissement FV202504-0103;3095,68;;NA;C0011;FV202504-0103
BQ202500091;24/05/2025;BQ;401100;CHEVALIER SARL - reglement;;3095,68;NA;C0011;FV202504-0103
BQ202500097;24/05/2025;BQ;511100;Encaissement FV202504-0109;4266,76;;NA;C0013;FV202504-0109
BQ202500097;24/05/2025;BQ;401100;AUGER - reglement;;4266,76;NA;C0013;FV202504-0109
OD202500005;25/05/2025;OD;621000;Salaires bruts 05/2025;21094,89;;NA;;PAIE-05
OD202500005;25/05/2025;OD;622000;Charges patronales 05/2025;2742,34;;NA;;PAIE-05
OD202500005;25/05/2025;OD;462000;Cotisations CCSS;;5379,20;NA;;PAIE-05
OD202500005;25/05/2025;OD;471000;Net a payer;;18458,03;NA;;PAIE-05
AC202500152;26/05/2025;AC;611000;Loyer du mois;3200,00;;A0;F0010;FA202505-0152
AC202500152;26/05/2025;AC;441100;JACQUES S.A. - Loyer du mois;;3200,00;NA;F0010;FA202505-0152
AC202500205;26/05/2025;AC;607100;Fournitures de bureau;134,58;;A17;F0005;FA202505-0205
AC202500205;26/05/2025;AC;421611;TVA deductible 17%;22,88;;NA;F0005;FA202505-0205
AC202500205;26/05/2025;AC;441100;ROY BOUVIER SARL - Fournitures de bureau;;157,46;NA;F0005;FA202505-0205
BQ202500138;26/05/2025;BQ;511100;Encaissement FV202503-0159;2068,01;;NA;C0008;FV202503-0159
BQ202500138;26/05/2025;BQ;401100;BOUTIN DUMAS ET FILS - reglement;;2068,01;NA;C0008;FV202503-0159
BQ202500193;26/05/2025;BQ;511100;Encaissement FV202504-0230;2268,70;;NA;C0022;FV202504-0230
BQ202500193;26/05/2025;BQ;401100;BRUNEAU S.A.S. - reglement;;2268,70;NA;C0022;FV202504-0230
VE202500062;26/05/2025;VE;401100;FONTAINE LE ROUX SARL - Vente de marchandises;1789,44;;NA;C0006;FV202505-0062
VE202500062;26/05/2025;VE;702000;Vente de marchandises;;1529,44;S17;C0006;FV202505-0062
VE202500062;26/05/2025;VE;461411;TVA collectee 17%;;260,00;NA;C0006;FV202505-0062
VE202500125;26/05/2025;VE;401100;DOS SANTOS BESNARD SA - Prestation de services;6262,74;;NA;C0026;FV202505-0125
VE202500125;26/05/2025;VE;704000;Prestation de services;;5352,77;S17;C0026;FV202505-0125
VE202500125;26/05/2025;VE;461411;TVA collectee 17%;;909,97;NA;C0026;FV202505-0125
AC202500019;27/05/2025;AC;616100;Transport sur achats;714,32;;A17;F0004;FA202505-0019
AC202500019;27/05/2025;AC;421611;TVA deductible 17%;121,43;;NA;F0004;FA202505-0019
AC202500019;27/05/2025;AC;441100;BOURDON S.A.R.L. - Transport sur achats;;835,75;NA;F0004;FA202505-0019
BQ202500152;27/05/2025;BQ;511100;Encaissement FV202505-0176;2507,35;;NA;C0015;FV202505-0176
BQ202500152;27/05/2025;BQ;401100;JACQUET - reglement;;2507,35;NA;C0015;FV202505-0176
VE202500060;27/05/2025;VE;401100;DIAZ PETITJEAN ET FILS - Prestation de services;1541,86;;NA;C0017;FV202505-0060
VE202500060;27/05/2025;VE;704000;Prestation de services;;1317,83;S17;C0017;FV202505-0060
VE202500060;27/05/2025;VE;461411;TVA collectee 17%;;224,03;NA;C0017;FV202505-0060
VE202500139;27/05/2025;VE;401100;CHEVALIER SARL - Prestation de services;4334,77;;NA;C0011;FV202505-0139
VE202500139;27/05/2025;VE;704000;Prestation de services;;3704,93;S17;C0011;FV202505-0139
VE202500139;27/05/2025;VE;461411;TVA collectee 17%;;629,84;NA;C0011;FV202505-0139
VE202500182;27/05/2025;VE;401100;BOUTIN DUMAS ET FILS - Vente de marchandises;4714,67;;NA;C0008;FV202505-0182
VE202500182;27/05/2025;VE;702000;Vente de marchandises;;4029,63;S17;C0008;FV202505-0182
VE202500182;27/05/2025;VE;461411;TVA collectee 17%;;685,04;NA;C0008;FV202505-0182
VE202500297;27/05/2025;VE;401100;BARTHELEMY S.A.S. - Vente de marchandises - taux reduit;1685,80;;NA;C0005;FV202505-0297
VE202500297;27/05/2025;VE;702000;Vente de marchandises - taux reduit;;1560,93;S8;C0005;FV202505-0297
VE202500297;27/05/2025;VE;461413;TVA collectee 8%;;124,87;NA;C0005;FV202505-0297
BQ202500117;28/05/2025;BQ;511100;Encaissement FV202505-0134;2046,42;;NA;C0001;FV202505-0134
BQ202500117;28/05/2025;BQ;401100;ROUSSEL - reglement;;2046,42;NA;C0001;FV202505-0134
BQ202500203;28/05/2025;BQ;511100;Encaissement FV202504-0247;2976,66;;NA;C0028;FV202504-0247
BQ202500203;28/05/2025;BQ;401100;PARENT - reglement;;2976,66;NA;C0028;FV202504-0247
BQ202500452;28/05/2025;BQ;618000;Frais de tenue de compte;57,63;;NA;;BQ-FRAIS-05
BQ202500452;28/05/2025;BQ;511100;Frais bancaires;;57,63;NA;;BQ-FRAIS-05
BQ202500453;28/05/2025;BQ;192100;Remboursement emprunt - capital;1600,00;;NA;;EMP-05
BQ202500453;28/05/2025;BQ;655000;Interets de l'emprunt;231,47;;NA;;EMP-05
BQ202500453;28/05/2025;BQ;511100;Echeance emprunt;;1831,47;NA;;EMP-05
BQ202500476;28/05/2025;BQ;471000;Virement des salaires;18458,03;;NA;;PAIE-05
BQ202500476;28/05/2025;BQ;511100;Virement des salaires;;18458,03;NA;;PAIE-05
BQ202500477;28/05/2025;BQ;462000;Paiement CCSS;5379,20;;NA;;CCSS-05
BQ202500477;28/05/2025;BQ;511100;Paiement CCSS;;5379,20;NA;;CCSS-05
VE202500193;28/05/2025;VE;401100;CHEVALIER SARL - Vente de marchandises;2214,83;;NA;C0011;FV202505-0193
VE202500193;28/05/2025;VE;702000;Vente de marchandises;;1893,02;S17;C0011;FV202505-0193
VE202500193;28/05/2025;VE;461411;TVA collectee 17%;;321,81;NA;C0011;FV202505-0193
VE202500228;28/05/2025;VE;401100;BONNEAU - Vente de produits finis;3789,92;;NA;C0007;FV202505-0228
VE202500228;28/05/2025;VE;705000;Vente de produits finis;;3239,25;S17;C0007;FV202505-0228
VE202500228;28/05/2025;VE;461411;TVA collectee 17%;;550,67;NA;C0007;FV202505-0228
BQ202500197;29/05/2025;BQ;511100;Encaissement FV202503-0234;685,22;;NA;C0017;FV202503-0234
BQ202500197;29/05/2025;BQ;401100;DIAZ PETITJEAN ET FILS - reglement;;685,22;NA;C0017;FV202503-0234
VE202500106;29/05/2025;VE;401100;LESAGE - Prestation de services;4389,02;;NA;C0024;FV202505-0106
VE202500106;29/05/2025;VE;704000;Prestation de services;;3751,30;S17;C0024;FV202505-0106
VE202500106;29/05/2025;VE;461411;TVA collectee 17%;;637,72;NA;C0024;FV202505-0106
AC202500089;30/05/2025;AC;617000;Telecommunications;906,06;;A17;F0006;FA202505-0089
AC202500089;30/05/2025;AC;421611;TVA deductible 17%;154,03;;NA;F0006;FA202505-0089
AC202500089;30/05/2025;AC;441100;GILLES CLERC SARL - Telecommunications;;1060,09;NA;F0006;FA202505-0089
BQ202500253;30/05/2025;BQ;441100;THIBAULT BOUCHET SARL - reglement;6353,43;;NA;F0003;FA202504-0007
BQ202500253;30/05/2025;BQ;511100;Paiement FA202504-0007;;6353,43;NA;F0003;FA202504-0007
BQ202500434;30/05/2025;BQ;441100;FOURNIER - reglement;1581,03;;NA;F0021;FA202504-0238
BQ202500434;30/05/2025;BQ;511100;Paiement FA202504-0238;;1581,03;NA;F0021;FA202504-0238
VE202500252;30/05/2025;VE;401100;AUGER - Vente de marchandises;9596,34;;NA;C0013;FV202505-0252
VE202500252;30/05/2025;VE;702000;Vente de marchandises;;8202,00;S17;C0013;FV202505-0252
VE202500252;30/05/2025;VE;461411;TVA collectee 17%;;1394,34;NA;C0013;FV202505-0252
VE202500276;30/05/2025;VE;401100;REY - Prestation de services;9082,07;;NA;C0025;FV202505-0276
VE202500276;30/05/2025;VE;704000;Prestation de services;;7762,45;S17;C0025;FV202505-0276
VE202500276;30/05/2025;VE;461411;TVA collectee 17%;;1319,62;NA;C0025;FV202505-0276
BQ202500337;31/05/2025;BQ;441100;FOURNIER - reglement;2620,39;;NA;F0021;FA202504-0108
BQ202500337;31/05/2025;BQ;511100;Paiement FA202504-0108;;2620,39;NA;F0021;FA202504-0108
OD202500023;31/05/2025;OD;461411;Solde TVA collectee 05/2025;17967,34;;NA;;TVA-05
OD202500023;31/05/2025;OD;461413;Solde TVA collectee 05/2025;444,93;;NA;;TVA-05
OD202500023;31/05/2025;OD;461414;Solde TVA collectee 05/2025;64,88;;NA;;TVA-05
OD202500023;31/05/2025;OD;421611;Solde TVA deductible 05/2025;;5189,00;NA;;TVA-05
OD202500023;31/05/2025;OD;421613;Solde TVA deductible 05/2025;;301,03;NA;;TVA-05
OD202500023;31/05/2025;OD;461500;TVA due 05/2025;;12987,12;NA;;TVA-05
BQ202500207;01/06/2025;BQ;511100;Encaissement FV202505-0254;2227,48;;NA;C0007;FV202505-0254
BQ202500207;01/06/2025;BQ;401100;BONNEAU - reglement;;2227,48;NA;C0007;FV202505-0254
BQ202500341;01/06/2025;BQ;441100;FERRAND - reglement;13356,54;;NA;F0013;FA202504-0112
BQ202500341;01/06/2025;BQ;511100;Paiement FA202504-0112;;13356,54;NA;F0013;FA202504-0112
BQ202500368;01/06/2025;BQ;441100;FOURNIER - reglement;1413,94;;NA;F0021;FA202505-0149
BQ202500368;01/06/2025;BQ;511100;Paiement FA202505-0149;;1413,94;NA;F0021;FA202505-0149
AC202500058;02/06/2025;AC;606000;Achat de marchandises;1963,97;;A17;F0022;FA202506-0058
AC202500058;02/06/2025;AC;421611;TVA deductible 17%;333,87;;NA;F0022;FA202506-0058
AC202500058;02/06/2025;AC;441100;PHILIPPE - Achat de marchandises;;2297,84;NA;F0022;FA202506-0058
VE202500036;02/06/2025;VE;401100;HENRY - Prestation de services;11304,70;;NA;C0010;FV202506-0036
VE202500036;02/06/2025;VE;704000;Prestation de services;;9662,14;S17;C0010;FV202506-0036
VE202500036;02/06/2025;VE;461411;TVA collectee 17%;;1642,56;NA;C0010;FV202506-0036
AC202500093;03/06/2025;AC;606000;Achat de marchandises - taux reduit;5391,05;;A8;F0020;FA202506-0093
AC202500093;03/06/2025;AC;421613;TVA deductible 8%;431,28;;NA;F0020;FA202506-0093
AC202500093;03/06/2025;AC;441100;GRONDIN - Achat de marchandises - taux reduit;;5822,33;NA;F0020;FA202506-0093
BQ202500086;03/06/2025;BQ;511100;Encaissement FV202504-0096;2577,10;;NA;C0006;FV202504-0096
BQ202500086;03/06/2025;BQ;401100;FONTAINE LE ROUX SARL - reglement;;2577,10;NA;C0006;FV202504-0096
BQ202500321;03/06/2025;BQ;441100;ALVES - reglement;3035,50;;NA;F0002;FA202504-0084
BQ202500321;03/06/2025;BQ;511100;Paiement FA202504-0084;;3035,50;NA;F0002;FA202504-0084
VE202500149;03/06/2025;VE;401100;BOUVET - Vente de marchandises;917,48;;NA;C0018;FV202506-0149
VE202500149;03/06/2025;VE;702000;Vente de marchandises;;784,17;S17;C0018;FV202506-0149
VE202500149;03/06/2025;VE;461411;TVA collectee 17%;;133,31;NA;C0018;FV202506-0149
AC202500158;04/06/2025;AC;617000;Telecommunications;202,53;;A17;F0003;FA202506-0158
AC202500158;04/06/2025;AC;421611;TVA deductible 17%;34,43;;NA;F0003;FA202506-0158
AC202500158;04/06/2025;AC;441100;THIBAULT BOUCHET SARL - Telecommunications;;236,96;NA;F0003;FA202506-0158
BQ202500126;04/06/2025;BQ;511100;Encaissement FV202505-0145;3915,79;;NA;C0008;FV202505-0145
BQ202500126;04/06/2025;BQ;401100;BOUTIN DUMAS ET FILS - reglement;;3915,79;NA;C0008;FV202505-0145
BQ202500169;04/06/2025;BQ;511100;Encaissement FV202504-0195;3919,91;;NA;C0025;FV202504-0195
BQ202500169;04/06/2025;BQ;401100;REY - reglement;;3919,91;NA;C0025;FV202504-0195
BQ202500311;04/06/2025;BQ;441100;BOUTIN SARL - reglement;506,71;;NA;F0007;FA202504-0073
BQ202500311;04/06/2025;BQ;511100;Paiement FA202504-0073;;506,71;NA;F0007;FA202504-0073
BQ202500316;04/06/2025;BQ;441100;LAPORTE MULLER SA - reglement;1382,98;;NA;F0016;FA202505-0078
BQ202500316;04/06/2025;BQ;511100;Paiement FA202505-0078;;1382,98;NA;F0016;FA202505-0078
VE202500035;04/06/2025;VE;401100;BOUTIN DUMAS ET FILS - Vente de marchandises - taux reduit;6266,97;;NA;C0008;FV202506-0035
VE202500035;04/06/2025;VE;702000;Vente de marchandises - taux reduit;;5802,75;S8;C0008;FV202506-0035
VE202500035;04/06/2025;VE;461413;TVA collectee 8%;;464,22;NA;C0008;FV202506-0035
AC202500003;05/06/2025;AC;606000;Acquisition intracommunautaire;10771,17;;AIC;F0001;FA202506-0003
AC202500003;05/06/2025;AC;421611;TVA deductible sur acquisition intracommunautaire;1831,10;;NA;F0001;FA202506-0003
AC202500003;05/06/2025;AC;461411;TVA due sur acquisition intracommunautaire;;1831,10;NA;F0001;FA202506-0003
AC202500003;05/06/2025;AC;441100;MARQUES - Acquisition intracommunautaire;;10771,17;NA;F0001;FA202506-0003
AC202500018;05/06/2025;AC;612000;Entretien et reparations;3318,43;;A17;F0003;FA202506-0018
AC202500018;05/06/2025;AC;421611;TVA deductible 17%;564,13;;NA;F0003;FA202506-0018
AC202500018;05/06/2025;AC;441100;THIBAULT BOUCHET SARL - Entretien et reparations;;3882,56;NA;F0003;FA202506-0018
AC202500080;05/06/2025;AC;616200;Frais de restaurant;223,71;;A3;F0016;FA202506-0080
AC202500080;05/06/2025;AC;421614;TVA deductible 3%;6,71;;NA;F0016;FA202506-0080
AC202500080;05/06/2025;AC;441100;LAPORTE MULLER SA - Frais de restaurant;;230,42;NA;F0016;FA202506-0080
BQ202500373;05/06/2025;BQ;441100;BOUTIN SARL - reglement;10637,59;;NA;F0007;FA202504-0155
BQ202500373;05/06/2025;BQ;511100;Paiement FA202504-0155;;10637,59;NA;F0007;FA202504-0155
VE202500261;05/06/2025;VE;401100;ROUSSEL - Prestation intracommunautaire;655,01;;NA;C0001;FV202506-0261
VE202500261;05/06/2025;VE;704000;Prestation intracommunautaire;;655,01;SIC;C0001;FV202506-0261
BQ202500148;07/06/2025;BQ;511100;Encaissement FV202505-0171;18992,59;;NA;C0015;FV202505-0171
BQ202500148;07/06/2025;BQ;401100;JACQUET - reglement;;18992,59;NA;C0015;FV202505-0171
BQ202500260;07/06/2025;BQ;441100;ALVES - reglement;334,18;;NA;F0002;FA202505-0016
BQ202500260;07/06/2025;BQ;511100;Paiement FA202505-0016;;334,18;NA;F0002;FA202505-0016
BQ202500428;08/06/2025;BQ;441100;DUVAL - reglement;1701,25;;NA;F0008;FA202504-0228
BQ202500428;08/06/2025;BQ;511100;Paiement FA202504-0228;;1701,25;NA;F0008;FA202504-0228
BQ202500079;09/06/2025;BQ;511100;Encaissement FV202504-0089;13697,92;;NA;C0023;FV202504-0089
BQ202500079;09/06/2025;BQ;401100;COLLET - reglement;;13697,92;NA;C0023;FV202504-0089
BQ202500244;09/06/2025;BQ;511100;Encaissement FV202503-0296;7500,44;;NA;C0024;FV202503-0296
BQ202500244;09/06/2025;BQ;401100;LESAGE - reglement;;7500,44;NA;C0024;FV202503-0296
BQ202500291;09/06/2025;BQ;441100;BOUTIN SARL - reglement;3476,58;;NA;F0007;FA202504-0051
BQ202500291;09/06/2025;BQ;511100;Paiement FA202504-0051;;3476,58;NA;F0007;FA202504-0051
VE202500100;09/06/2025;VE;401100;JOLY S.A.R.L. - Prestation de services;4601,19;;NA;C0002;FV202506-0100
VE202500100;09/06/2025;VE;704000;Prestation de services;;3932,64;S17;C0002;FV202506-0100
VE202500100;09/06/2025;VE;461411;TVA collectee 17%;;668,55;NA;C0002;FV202506-0100
AC202500053;10/06/2025;AC;606000;Achat de marchandises;11492,94;;A17;F0013;FA202506-0053
AC202500053;10/06/2025;AC;421611;TVA deductible 17%;1953,80;;NA;F0013;FA202506-0053
AC202500053;10/06/2025;AC;441100;FERRAND - Achat de marchandises;;13446,74;NA;F0013;FA202506-0053
VE202500126;10/06/2025;VE;401100;REY - Vente de produits finis;3598,26;;NA;C0025;FV202506-0126
VE202500126;10/06/2025;VE;705000;Vente de produits finis;;3075,44;S17;C0025;FV202506-0126
VE202500126;10/06/2025;VE;461411;TVA collectee 17%;;522,82;NA;C0025;FV202506-0126
BQ202500108;11/06/2025;BQ;511100;Encaissement FV202505-0125;6262,74;;NA;C0026;FV202505-0125
BQ202500108;11/06/2025;BQ;401100;DOS SANTOS BESNARD SA - reglement;;6262,74;NA;C0026;FV202505-0125
BQ202500157;11/06/2025;BQ;511100;Encaissement FV202504-0181;191,21;;NA;C0016;FV202504-0181
BQ202500157;11/06/2025;BQ;401100;ADAM VERDIER ET FILS - reglement;;191,21;NA;C0016;FV202504-0181
VE202500287;11/06/2025;VE;401100;COLLET - Prestation de services;11480,61;;NA;C0023;FV202506-0287
VE202500287;11/06/2025;VE;704000;Prestation de services;;9812,49;S17;C0023;FV202506-0287
VE202500287;11/06/2025;VE;461411;TVA collectee 17%;;1668,12;NA;C0023;FV202506-0287
AC202500021;12/06/2025;AC;606000;Achat de marchandises;12698,55;;A17;F0011;FA202506-0021
AC202500021;12/06/2025;AC;421611;TVA deductible 17%;2158,75;;NA;F0011;FA202506-0021
AC202500021;12/06/2025;AC;441100;GUIBERT S.A. - Achat de marchandises;;14857,30;NA;F0011;FA202506-0021
AC202500192;12/06/2025;AC;614300;Abonnements logiciels;145,81;;A17;F0014;FA202506-0192
AC202500192;12/06/2025;AC;421611;TVA deductible 17%;24,79;;NA;F0014;FA202506-0192
AC202500192;12/06/2025;AC;441100;BOUSQUET - Abonnements logiciels;;170,60;NA;F0014;FA202506-0192
AC202500214;12/06/2025;AC;607200;Electricite et gaz;1846,25;;A8;F0008;FA202506-0214
AC202500214;12/06/2025;AC;421613;TVA deductible 8%;147,70;;NA;F0008;FA202506-0214
AC202500214;12/06/2025;AC;441100;DUVAL - Electricite et gaz;;1993,95;NA;F0008;FA202506-0214
AC202500247;12/06/2025;AC;611500;Charges locatives;491,86;;A17;F0011;FA202506-0247
AC202500247;12/06/2025;AC;421611;TVA deductible 17%;83,62;;NA;F0011;FA202506-0247
AC202500247;12/06/2025;AC;441100;GUIBERT S.A. - Charges locatives;;575,48;NA;F0011;FA202506-0247
BQ202500324;12/06/2025;BQ;441100;GILLES CLERC SARL - reglement;1060,09;;NA;F0006;FA202505-0089
BQ202500324;12/06/2025;BQ;511100;Paiement FA202505-0089;;1060,09;NA;F0006;FA202505-0089
BQ202500335;12/06/2025;BQ;441100;LACOMBE GUIBERT S.A. - reglement;785,30;;NA;F0019;FA202505-0105
BQ202500335;12/06/2025;BQ;511100;Paiement FA202505-0105;;785,30;NA;F0019;FA202505-0105
VE202500016;12/06/2025;VE;401100;ROUSSEL - Produit annexe - taux intermediaire;9372,99;;NA;C0001;FV202506-0016
VE202500016;12/06/2025;VE;708000;Produit annexe - taux intermediaire;;8221,92;S14;C0001;FV202506-0016
VE202500016;12/06/2025;VE;461412;TVA collectee 14%;;1151,07;NA;C0001;FV202506-0016
VE202500081;12/06/2025;VE;401100;ADAM VERDIER ET FILS - Prestation intracommunautaire;2896,29;;NA;C0016;FV202506-0081
VE202500081;12/06/2025;VE;704000;Prestation intracommunautaire;;2896,29;SIC;C0016;FV202506-0081
VE202500083;12/06/2025;VE;401100;CHEVALIER SARL - Vente de biens - taux super-reduit;1733,42;;NA;C0011;FV202506-0083
VE202500083;12/06/2025;VE;702000;Vente de biens - taux super-reduit;;1682,93;S3;C0011;FV202506-0083
VE202500083;12/06/2025;VE;461414;TVA collectee 3%;;50,49;NA;C0011;FV202506-0083
VE202500115;12/06/2025;VE;401100;BONNEAU - Prestation de services;1691,27;;NA;C0007;FV202506-0115
